Question ID	Question Text	Section	Group	Question Join Key	Campaign	Cell	Key	Question Updated
10087	Moisture or Mildew    	Basics	Home Concerns	City of Fort Collins (rev2)_2005	City of Fort Collins (rev2)	i15	2005	Moisture or Mildew
10087	Moisture or Mildew    	Basics	Home Concerns	New Belgium Brewery Sustainability Survey_2005	New Belgium Brewery Sustainability Survey	i15	2005	Moisture or Mildew
10087	Moisture or Mildew    	Basics	Home Concerns	Odell Sustainability Survey_2005	Odell Sustainability Survey	i15	2005	Moisture or Mildew
10054	Does anyone in your home have respiratory problems?	Basics	Health	City of Fort Collins (rev2)_2006	City of Fort Collins (rev2)	i16	2006	Does anyone in your home have respiratory problems?
10054	Does anyone in your home have respiratory problems?	Basics	Health	New Belgium Brewery Sustainability Survey_2006	New Belgium Brewery Sustainability Survey	i16	2006	Does anyone in your home have respiratory problems?
10054	Does anyone in your home have respiratory problems?	Basics	Health	Odell Sustainability Survey_2006	Odell Sustainability Survey	i16	2006	Does anyone in your home have respiratory problems?
10085	Is there anything you would like to see from you Sustainability Committee?	Basics	Brewery Sustainability	Odell Sustainability Survey_3003	Odell Sustainability Survey	i19	3003	Is there anything you would like to see from you Sustainability Committee?
10053	Do you use the Brewery Bikes?	Basics	Brewery Sustainability	Odell Sustainability Survey_3004	Odell Sustainability Survey	i20	3004	Do you use the Brewery Bikes?
10074	How many times have you used them in the last 12 months?	Basics	Brewery Sustainability	Odell Sustainability Survey_3005	Odell Sustainability Survey	i21	3005	How many times have you usethe Brewery Bikes in the last 12 months?
10050	Do you bring in recyclables to the brewery?	Basics	Brewery Sustainability	Odell Sustainability Survey_3006	Odell Sustainability Survey	i22	3006	Do you bring in recyclables to the brewery?
10051	Do you bring recyclables from home to the brewery?	Food & Waste	Brewery Sustainability	New Belgium Brewery Sustainability Survey_4001	New Belgium Brewery Sustainability Survey	i23	4001	Do you bring in recyclables to the brewery?
10051	Do you bring recyclables from home to the brewery?	Food & Waste	Brewery Sustainability	New Belgium Brewery Sustainability Survey_4002	New Belgium Brewery Sustainability Survey	i24	4002	Do you bring in recyclables to the brewery?
10134	What recyclables do you bring in?	Food & Waste	Brewery Sustainability	New Belgium Brewery Sustainability Survey_4003	New Belgium Brewery Sustainability Survey	i25	4003	What recyclables do you bring in?
10134	What recyclables do you bring in?	Food & Waste	Brewery Sustainability	New Belgium Brewery Sustainability Survey_4004	New Belgium Brewery Sustainability Survey	i26	4004	What recyclables do you bring in?
10077	How often do you bring in recyclables?	Food & Waste	Brewery Sustainability	New Belgium Brewery Sustainability Survey_4005	New Belgium Brewery Sustainability Survey	i27	4005	How often do you bring in recyclables?
10077	How often do you bring in recyclables?	Food & Waste	Brewery Sustainability	New Belgium Brewery Sustainability Survey_4006	New Belgium Brewery Sustainability Survey	i28	4006	How often do you bring in recyclables?
10096	Were you aware that glass placed in single stream recycling often ends up in the landfill in most parts of the country?	Food & Waste	Brewery Sustainability	New Belgium Brewery Sustainability Survey_4007	New Belgium Brewery Sustainability Survey	i29	4007	Were you aware that glass placed in single stream recycling often ends up in the landfill in most parts of the country?
10083	In your understanding, which of the following materials are recyclable through single-stream, curb side recycling?	Food & Waste	Brewery Sustainability	New Belgium Brewery Sustainability Survey_4008	New Belgium Brewery Sustainability Survey	i30	4008	In your understanding, which of the following materials are recyclable through single-stream, curb side recycling?
10044	Care to share your thoughts about the answer above?	Goals	Food Actions	2015 VEIC Carbon Survey_100	2015 VEIC Carbon Survey	i96	100	Care to share your thoughts about the answer above?
10045	Care to share your thoughts about the answer above?	Goals	Home Energy Actions	2015 VEIC Carbon Survey_102	2015 VEIC Carbon Survey	i98	102	Care to share your thoughts about the answer above?
10046	Care to share your thoughts about the answer above?	Goals	Other Actions	2015 VEIC Carbon Survey_106	2015 VEIC Carbon Survey	i102	106	Care to share your thoughts about the answer above?
10047	Care to share your thoughts about the answer above?	Goals	Transportation Actions	2015 VEIC Carbon Survey_104	2015 VEIC Carbon Survey	i100	104	Care to share your thoughts about the answer above?
10041	Are you willing to be contacted about the above? (For sharing success stories, or more detailed information?)	Food & Waste	Food & Waste Acts	2016 Ben & Jerry's Household Carbon Survey_19	2016 Ben & Jerry's Household Carbon Survey	i19	19	Are you willing to be contacted about the above?
10039	Are there sustainable Home Energy actions you've taken in the past that you'd like to share? If so, please do!	Home Energy	Home Energy Acts	2016 Ben & Jerry's Household Carbon Survey_46	2016 Ben & Jerry's Household Carbon Survey	i46	46	Are there sustainable Home Energy actions you've taken in the past that you'd like to share? If so, please do!
10042	Are you willing to be contacted about the above? (For sharing success stories, or more detailed information?)	Home Energy	Home Energy Acts	2016 Ben & Jerry's Household Carbon Survey_47	2016 Ben & Jerry's Household Carbon Survey	i47	47	Are you willing to be contacted about the above?
10040	Are there sustainable Transportation actions you've taken in the past that you'd like to share? If so, please do!	Transportation	Transportation Acts	2016 Ben & Jerry's Household Carbon Survey_101	2016 Ben & Jerry's Household Carbon Survey	i101	101	Are there sustainable Transportation actions you've taken in the past that you'd like to share? If so, please do!
10043	Are you willing to be contacted about the above? (For sharing success stories, or more detailed information?)	Transportation	Transportation Acts	2016 Ben & Jerry's Household Carbon Survey_102	2016 Ben & Jerry's Household Carbon Survey	i102	102	Are you willing to be contacted about the above?
10041	Are you willing to be contacted about the above? (For sharing success stories, or more detailed information?)	Food & Waste	Food & Waste Acts	2016 Middlebury College Household Sustainability Survey_20	2016 Middlebury College Household Sustainability Survey	i20	20	Are you willing to be contacted about the above?
10039	Are there sustainable Home Energy actions you've taken in the past that you'd like to share? If so, please do!	Home Energy	Home Energy Acts	2016 Middlebury College Household Sustainability Survey_47	2016 Middlebury College Household Sustainability Survey	i47	47	Are there sustainable Home Energy actions you've taken in the past that you'd like to share? If so, please do!
10042	Are you willing to be contacted about the above? (For sharing success stories, or more detailed information?)	Home Energy	Home Energy Acts	2016 Middlebury College Household Sustainability Survey_48	2016 Middlebury College Household Sustainability Survey	i48	48	Are you willing to be contacted about the above?
10040	Are there sustainable Transportation actions you've taken in the past that you'd like to share? If so, please do!	Transportation	Transportation Acts	2016 Middlebury College Household Sustainability Survey_102	2016 Middlebury College Household Sustainability Survey	i102	102	Are there sustainable Transportation actions you've taken in the past that you'd like to share? If so, please do!
10043	Are you willing to be contacted about the above? (For sharing success stories, or more detailed information?)	Transportation	Transportation Acts	2016 Middlebury College Household Sustainability Survey_103	2016 Middlebury College Household Sustainability Survey	i103	103	Are you willing to be contacted about the above?
10044	Care to share your thoughts about the answer above?	Goals	Food Actions	Carbon Assessment for LEAD H1_100	Carbon Assessment for LEAD H1	h100	100	Care to share your thoughts about the answer above?
10045	Care to share your thoughts about the answer above?	Goals	Home Energy Actions	Carbon Assessment for LEAD H1_102	Carbon Assessment for LEAD H1	h102	102	Care to share your thoughts about the answer above?
10046	Care to share your thoughts about the answer above?	Goals	Other Actions	Carbon Assessment for LEAD H1_104	Carbon Assessment for LEAD H1	h104	104	Care to share your thoughts about the answer above?
10047	Care to share your thoughts about the answer above?	Goals	Transportation Actions	Carbon Assessment for LEAD H1_106	Carbon Assessment for LEAD H1	h106	106	Care to share your thoughts about the answer above?
10058	How did you get to work in the last 12 months? (check all that apply)	Transportation	Commuting Type	City of Fort Collins (rev2)_75	City of Fort Collins (rev2)	i80	75	How did you get to work in the last 12 months?
10044	Care to share your thoughts about the answer above?	Next Steps	Food Actions	City of Fort Collins (rev2)_1015	City of Fort Collins (rev2)	i116	1015	Care to share your thoughts about the answer above?
10045	Care to share your thoughts about the answer above?	Next Steps	Home Energy Actions	City of Fort Collins (rev2)_1017	City of Fort Collins (rev2)	i118	1017	Care to share your thoughts about the answer above?
10047	Care to share your thoughts about the answer above?	Next Steps	Transportation Actions	City of Fort Collins (rev2)_1015	City of Fort Collins (rev2)	i116	1015	Care to share your thoughts about the answer above?
10044	Care to share your thoughts about the answer above?	Next Steps	Food Actions	New Belgium Brewery Sustainability Survey_1015	New Belgium Brewery Sustainability Survey	i124	1015	Care to share your thoughts about the answer above?
10045	Care to share your thoughts about the answer above?	Next Steps	Home Energy Actions	New Belgium Brewery Sustainability Survey_1016	New Belgium Brewery Sustainability Survey	i125	1016	Care to share your thoughts about the answer above?
10059	How do you typically dispose of your household hazardous wastes?	Food & Waste	How do you typically dispose of your household hazardous wastes?	New Belgium Brewery Sustainability Survey_4010	New Belgium Brewery Sustainability Survey	i32	4010	How do you typically dispose of your household hazardous wastes?
10047	Care to share your thoughts about the answer above?	Next Steps	Transportation Actions	New Belgium Brewery Sustainability Survey_1018	New Belgium Brewery Sustainability Survey	i127	1018	Care to share your thoughts about the answer above?
10100	What do you think our sustainability strengths are?	Basics	Brewery Sustainability	Odell Sustainability Survey_3001	Odell Sustainability Survey	i17	3001	What do you think our sustainability strengths are?
10101	What do you think our sustainability weaknesses are?	Basics	Brewery Sustainability	Odell Sustainability Survey_3002	Odell Sustainability Survey	i18	3002	What do you think our sustainability weaknesses are?
10112	What other recyclables do you bring in?	Basics	Brewery Sustainability	Odell Sustainability Survey_3007	Odell Sustainability Survey	i23	3007	What other recyclables do you bring in?
10044	Care to share your thoughts about the answer above?	Next Steps	Food Actions	Odell Sustainability Survey_1015	Odell Sustainability Survey	i123	1015	Care to share your thoughts about the answer above?
10045	Care to share your thoughts about the answer above?	Next Steps	Home Energy Actions	Odell Sustainability Survey_1017	Odell Sustainability Survey	i125	1017	Care to share your thoughts about the answer above?
10047	Care to share your thoughts about the answer above?	Next Steps	Transportation Actions	Odell Sustainability Survey_1019	Odell Sustainability Survey	i127	1019	Care to share your thoughts about the answer above?
